"ccn","total_discharges","drg_100","drg_101","total_beds_min","total_beds_max","cec","num_neuro_afl_1","num_neuro_afl_2"
"271309",152,0,0,22,26,0,1,1
"271310",18,0,0,0,25,0,2,1
"271311",105,0,0,0,25,0,2,1
"271312",61,0,0,6,6,0,2,1
"271313",86,0,0,25,25,0,2,1
"271314",46,0,0,16,20,0,2,1
"271316",200,0,0,19,29,0,1,2
"271317",51,0,0,22,25,0,2,1
"271318",80,0,0,23.3,25,0,1,1
"271319",18,0,0,5,10,0,1,1
"271320",124,0,0,16,25,0,1,1
"271321",203,0,0,25,28,0,2,1
"271322",348,0,0,15.4,19,0,2,1
"271323",40,0,0,16.8,20,0,1,1
"271324",246,0,0,12.9,20,0,1,1
"271325",196,0,0,25,35,0,1,1
"271326",18,0,0,7.4,10,0,1,2
"271327",256,0,0,8,21.2,0,2,1
"271328",31,0,0,21,23,0,2,1
"271329",24,0,0,10,12,0,1,1
"271330",40,0,0,10,21,0,2,1
"271331",410,0,0,25,29,0,2,2
"271332",348,0,0,25,50,0,1,1
"271333",177,0,0,25,29.6,0,2,1
"271334",69,0,0,25,25.1,0,1,1
"271335",99,0,0,30,42,0,2,2
"271336",207,0,0,34,40,0,1,3
"271337",223,0,0,9,20,0,2,1
"271338",123,0,0,17,25,0,2,2
"271340",11,0,0,20.3,66,0,1,3
"271341",173,0,0,22,37,0,2,1
"271342",309,0,0,0,25.1,0,2,1
"271343",182,0,0,20,60,0,1,1
"271344",270,0,0,19.4,29.1,0,1,1
"271345",230,0,0,25,46,0,2,1
"271346",150,0,0,12,25.3,0,2,1
"271347",173,0,0,24,29.7,0,2,1
"271389",18,0,0,0,10,0,1,1
"272001",146,0,0,40,40,0,1,1
"280003",9977,20,34,478.9,823,0,21,5
"280009",1715,0,0,99.5,131,0,4,1
"280013",8059,23,120,602,831,1,68,3
"280020",1561,0,0,140,207,0,3,2
"280023",1671,0,0,68.3,155,0,3,1
"280032",1102,0,0,64,148,0,2,1
"280040",5004,0,0,406.4,614,0,5,6
"280060",3471,0,0,300.7,398,0,22,12
"280061",1405,0,11,104.5,220,0,6,3
"280065",2072,0,13,50.4,130,0,6,1
"280077",662,0,0,45.6,95.4,0,3,1
"280081",1327,19,33,150,442,1,16,7
"280105",117,0,0,14.1,40,0,2,1
"280111",467,0,0,50,87,0,1,1
"280125",1199,0,0,71.9,174,0,4,4
"280127",496,0,0,32.6,52,0,2,1
"280128",1008,0,0,39,63,0,1,1
"280129",817,0,0,17.3,32.3,0,1,2
"280130",1320,0,0,68,151,0,2,2
"280131",393,0,0,19,25,0,8,1
"280132",1502,0,0,49.7,83,0,5,5
"280133",230,0,0,8,34,0,1,1
"280134",1131,0,0,67,119.7,0,1,2
"280139",309,0,0,5,57.6,0,1,1
"281300",30,0,0,11,14,0,1,1
"281301",451,0,0,10,20,0,2,2
"281302",287,0,0,10.4,13,0,1,1
"281303",223,0,0,6,15,0,1,1
"281304",40,0,0,16.7,21,0,1,2
"281305",50,0,0,7.6,9,0,2,1
"281306",223,0,0,10,17,0,2,1
"281307",77,0,0,16,17,0,2,1
"281308",131,0,0,6,16,0,2,1
"281309",47,0,0,10,16.9,0,1,1
"281310",202,0,0,6.9,12,0,1,2
"281311",39,0,0,4,16,0,2,2
"281312",202,0,0,5,19,0,2,1
"281313",80,0,0,12,17.6,0,1,1
"281314",100,0,0,7.7,16,0,1,1
"281315",38,0,0,23.4,45,0,1,1
"281316",58,0,0,12,14,0,1,1
"281318",151,0,0,7.8,20,0,2,1
"281319",125,0,0,12,17,0,1,2
"281320",151,0,0,7.7,18,0,1,1
"281321",448,0,0,0,16,0,2,4
"281322",351,0,0,24.1,32.7,0,1,1
"281323",18,0,0,7,16,0,1,1
"281324",14,0,0,19.1,32.9,0,1,1
"281325",131,0,0,5,24,0,1,1
"281326",47,0,0,8,23,0,1,2
"281327",121,0,0,18,22,0,2,1
"281328",384,0,0,0,16,0,1,1
"281329",418,0,0,21,33,0,1,1
"281330",448,0,0,4.9,15.7,0,2,3
"281331",343,0,0,10,15,0,1,1
"281332",123,0,0,7.9,29,0,2,1
"281333",39,0,0,7,20,0,1,1
"281334",65,0,0,19,22,0,1,2
"281335",117,0,0,7.9,12,0,1,1
"281336",14,0,0,22,35,0,1,1
"281338",1642,0,0,9.4,13,0,4,3
"281339",235,0,0,24,37,0,2,1
"281340",180,0,0,10,17,0,2,1
"281341",66,0,0,25,35.4,0,2,1
"281342",12,0,0,9,20,0,2,1
"281343",15,0,0,5,13,0,2,1
"281344",112,0,0,10,22,0,1,1
"281345",320,0,0,12,21,0,1,1
"281346",202,0,0,6.7,10,0,2,1
"281347",73,0,0,10,25,0,1,1
"281348",478,0,0,20,28,0,1,1
"281349",180,0,0,8,25,0,2,1
"281350",1580,0,0,18,20.3,0,1,6
"281351",44,0,0,8,20,0,2,1
"281352",61,0,0,16.6,34,0,2,1
"281353",40,0,0,16.9,20,0,1,1
"281354",178,0,0,10,15.7,0,2,1
"281355",147,0,0,18,25,0,2,1
"281356",332,0,0,12,20,0,2,1
"281357",75,0,0,19.3,30,0,2,1
"281358",223,0,0,10,14,0,2,1
"281359",60,0,0,7,16.6,0,1,1
"281360",678,0,0,23,33.1,0,2,4
"281361",50,0,0,25,34,0,1,1
"281362",42,0,0,25,33,0,1,1
"281363",149,0,0,15.4,26.9,0,1,1
"281364",64,0,0,25,39,0,1,2
"281365",105,0,0,10,18.1,0,2,1
"282000",239,0,0,54,76,0,1,1
"282001",770,0,0,36,52,0,1,1
"282002",38,0,0,24,24,0,2,2
"282003",492,0,0,32,48,0,2,1
"283300",96,0,0,19,44,0,1,1
"283301",3699,0,16,115.5,314.8,0,11,3
"283437",60,0,0,8,8,0,2,1
"28TA03",520,0,0,61,76,0,2,1
"290001",7855,35,67,458,858,1,34,2
"290003",4957,38,60,834,947,1,14,5
"290005",1761,0,0,185.1,249,0,3,2
"290007",2221,0,17,790,809.3,0,8,4
"290008",320,0,0,38.4,82,0,1,1
"290009",3361,13,0,331.7,374,0,2,9
"290012",134,0,0,25.7,84.7,0,2,1
"290019",3818,0,19,157.7,159,0,6,3
"290021",2504,20,33,296.6,395,0,6,4
"290022",2302,11,24,314.9,315,0,3,1
"290032",938,0,0,82.6,158.1,0,1,1
"290039",6861,23,46,373.9,522,0,8,2
"290041",3254,12,44,477.9,533,0,3,3
"290042",373,0,0,93.6,116,0,2,4
"290045",5158,21,24,401.4,493.1,0,4,2
"290046",2889,17,29,358.3,479,0,6,1
"290047",2340,20,19,265.1,333.3,0,6,3
"290049",1103,0,0,73.7,312.4,0,4,1
"290053",1196,0,0,130.3,202.1,0,3,1
"290054",2591,17,19,262,339,0,3,4
"290056",71,0,0,0,30,0,1,2
"290057",2183,0,17,218.6,373,0,1,3
"290058",69,0,0,44.6,55.4,0,1,1
"291300",41,0,0,11,79.6,0,1,2
"291301",60,0,0,7.1,10,0,2,1
"291302",1979,0,0,25.7,38.7,0,2,3
"291303",55,0,0,8.6,10,0,2,2
"291304",40,0,0,14.6,32.3,0,1,1
"291306",382,0,0,20.4,30,0,1,3
"291307",63,0,0,30,35,0,1,1
"291308",38,0,0,25,40,0,2,1
"291309",325,0,0,19,40,0,2,1
"291311",16,0,0,21.4,25,0,2,1
"291312",60,0,0,6,14.1,0,2,1
"291313",1445,0,0,35.1,44.3,0,2,5
"291314",173,0,0,14,55.9,0,2,1
"291500",448,0,0,0,40,0,2,2
"291521",103,0,0,12,12,0,2,1
"292002",7595,20,37,101.6,1047.4,0,29,26
"292003",220,0,0,45.1,101.6,0,1,1
"292004",40,0,0,15,29.6,0,1,1
"292006",662,0,0,63,70,0,2,2
"292007",96,0,0,9.3,24,0,2,2
"292008",574,0,0,29,32,0,1,1
"292009",189,0,0,14.9,54.1,0,2,1
"300001",4290,0,17,221.3,264,0,19,1
"300003",6918,41,79,617,617,1,62,8
"300005",1211,0,0,67.9,99,0,3,6
"300011",1483,0,0,148,202,0,4,8
"300012",3638,12,28,293,390,0,15,4
"300014",701,0,0,85,103,0,1,5
"300017",1281,0,0,86,104,0,3,2
"300018",2018,0,0,206,248,0,10,1
"300019",1604,0,15,103.3,185.9,0,5,6
"300020",2319,0,14,183,217.9,0,6,2
"300023",1902,0,0,100,100,0,4,2
"300029",3239,13,28,215,236,0,13,5
"300034",4348,0,18,326,326,0,8,8
"301300",24,0,0,10,10,0,2,1
"301301",126,0,0,24.1,35,0,1,1
"301302",26,0,0,25,77,0,3,1
"301303",258,0,0,23.3,25,0,1,1
"301304",223,0,0,19.4,34,0,2,1
"301305",2279,0,14,39,39,0,4,4
"301306",15,0,0,24.3,43,0,1,2
"301307",226,0,0,43,45,0,1,2
"301308",351,0,0,17.7,32.4,0,1,1
"301309",401,0,0,23.7,25,0,1,3
"301310",426,0,0,16.9,25,0,3,1
"301311",112,0,0,25,38,0,1,1
"301312",254,0,0,25,39,0,1,2
"310001",8859,41,44,699.9,890.4,1,42,9
"310002",2320,13,18,472,472.7,0,6,3
"310003",1445,0,0,169.4,236,0,4,1
"310005",2753,19,18,201,201,0,8,4
"310006",1258,0,0,184,461.6,0,2,3
"310008",3593,0,31,381.3,401,1,11,4
"310009",2524,0,25,455,455,0,6,4
"310010",4096,0,30,287.6,376.7,0,22,1
"310011",2303,11,0,125,125,0,4,1
"310012",6711,30,42,455.4,484.3,0,29,4
"310014",6175,27,44,700.6,1157.6,1,32,2
"310015",8281,36,36,734.2,871,1,20,26
"310016",983,0,0,140,173.7,0,2,1
"310017",3179,15,23,142.7,242.1,0,7,1
"310019",5107,28,46,631,1217.3,0,23,6
"310021",448,0,0,57.9,216.1,0,3,1
"310022",8899,0,33,449.7,717,0,6,14
"310024",1412,0,0,109,165.1,0,2,1
"310025",1378,0,15,156,271,0,3,5
"310027",1155,0,19,132.3,222.3,0,10,1
"310028",3008,22,27,163.3,193,0,8,4
"310029",3406,13,17,277.4,340,0,5,8
"310031",1461,0,0,89,104,0,2,3
"310032",4892,20,43,466,905.5,0,4,15
"310034",3734,13,11,224.6,417.1,0,10,10
"310038",7519,20,36,719.3,815,1,38,2
"310039",2886,0,12,172.3,369.9,0,10,3
"310040",405,0,0,178,235,0,4,2
"310041",8076,35,80,438,454.1,1,6,8
"310044",1454,0,0,220,276.7,0,11,7
"310045",4668,0,15,310.6,357.6,0,19,2
"310047",2951,0,22,246.9,251.8,0,6,2
"310048",4255,14,34,298,345.1,0,12,1
"310050",3873,20,17,230.6,607.1,0,18,9
"310051",5763,22,91,473.2,606,1,37,7
"310052",6396,0,17,284.1,923.4,0,4,17
"310054",2891,0,19,158.3,319,0,8,3
"310057",4071,16,39,285.3,389,0,7,3
"310058",315,0,0,488,488,0,6,1
"310060",1467,0,19,86,104,0,2,4
"310061",1510,0,18,112,170.5,0,4,2
"310064",9136,19,51,427.6,631.1,0,21,3
"310069",695,0,0,96,130,0,5,6
"310070",2669,0,22,411,599,0,3,10
"310073",8506,30,24,482,717.6,0,28,9
"310074",1573,0,19,359.9,414,0,9,6
"310075",2193,12,17,319.3,353.4,0,14,1
"310076",6196,27,104,562.9,628,1,25,12
"310081",2675,14,0,150,331.1,0,6,10
"310083",873,0,12,202,202,0,6,1
"310084",1536,0,14,109,169,0,6,3
"310086",9131,37,72,689.5,842,0,21,9
"310091",852,0,0,73.9,268.9,0,1,1
"310092",1101,25,30,181,237.4,1,9,11
"310096",1162,0,0,114.7,301,0,3,2
"310108",4379,20,43,395.7,1281.4,1,21,12
"310110",2092,0,0,153,153,0,5,1
"310111",3706,12,26,252,288,0,16,4
"310112",2539,12,19,160.9,207,0,6,3
"310113",2171,0,11,159.1,247.4,0,4,3
"310115",1160,0,0,68,95,0,1,6
"310118",235,0,0,103,326.7,0,3,1
"310119",676,11,28,334.2,496,1,21,4
"310130",1121,0,0,74.3,130,0,1,3
"312014",1390,0,0,101,101,0,5,1
"312017",54,0,0,50,50,0,2,1
"312018",240,0,0,25,75,0,1,1
"312019",1006,0,0,55,62,0,2,2
"312020",399,0,0,104,186,0,3,2
"312022",443,0,0,53,69,0,1,3
"312023",415,0,0,30,53,0,1,3
"312024",266,0,0,63,136,0,2,1
"313300",495,0,0,68,68,0,2,2
"313302",50,0,0,18,18,0,1,1
"320001",2329,24,42,503.3,758.9,1,41,3
"320002",2378,0,12,176,201,0,8,1
"320003",147,0,0,5.9,37,0,2,1
"320004",657,0,0,55,109,0,4,4
"320005",2713,14,12,164.5,230,0,5,2
"320006",1076,0,0,70.7,122,0,2,1
"320009",3028,11,0,345,345,0,6,3
"320011",271,0,0,32,54,0,1,1
"320016",247,0,0,11.3,26,0,1,1
"320017",340,0,0,173,173,0,1,3
"320018",1612,0,0,129,192.1,0,5,4
"320021",8471,31,40,187,798,0,24,3
"320022",593,0,0,101,121,0,1,2
"320030",209,0,0,19,39,0,1,1
"320033",65,0,0,12,32,0,1,1
"320038",323,0,0,35,77.1,0,1,1
"320059",169,0,0,25.1,33,0,3,4
"320060",11,0,0,15,33.9,0,1,2
"320061",267,0,0,54.7,69.7,0,3,2
"320063",371,0,0,58.4,99,0,3,2
"320065",208,0,0,18,69.5,0,2,3
"320067",96,0,0,13.9,14,0,2,2
"320074",382,0,0,88,89,0,3,1
"320084",51,0,0,12,26,0,2,1
"320085",2028,0,17,164.3,174,0,2,2
"320086",222,0,0,27,34,0,2,1
"320089",413,0,0,72,96,0,2,5
"320090",219,0,0,28.2,54,0,2,2
"320091",16,0,0,16.3,46,0,2,1
"320092",13,0,0,11,11,0,1,1
"321300",111,0,0,15,25,0,1,2
"321301",193,0,0,24,33.1,0,1,1
"321302",576,0,0,14.3,18,0,1,1
"321304",121,0,0,26.4,29,0,2,1
"321305",29,0,0,25,31.7,0,2,1
"321306",152,0,0,25,49,0,1,2
"321307",51,0,0,18,25,0,1,2
"321308",123,0,0,12.7,25,0,2,2
"321309",306,0,0,24.2,34,0,7,1
"321310",75,0,0,24,47,0,2,1
"321311",230,0,0,12.3,38,0,1,1
"322002",1107,0,0,61,61,0,2,2
"322003",75,0,0,32,32,0,2,1
"322004",351,0,0,20,22.9,0,1,1
"330003",132,0,0,34,58,0,1,1
"330004",2122,12,31,115,144,0,9,3
"330005",7747,38,102,440.5,1082,0,46,4
"330006",586,0,0,105,151.3,0,16,3
"330008",112,0,0,64,64,0,2,1
"330009",1412,14,28,273,546,0,20,2
"330011",2298,0,0,309,309,0,3,5
"330013",9156,43,87,762,808,1,47,1
"330014",1353,16,20,339,462,0,17,3
"330019",2923,11,18,134,189,0,3,1
"330023",7459,36,22,408,433,0,21,6
"330024",12387,38,58,1613,1713,1,72,19
"330027",2254,0,47,350,530,0,14,4
"330028",1268,12,22,296,448,0,19,4
"330030",857,0,0,103,158,0,2,5
"330033",149,0,0,15,34.6,0,1,3
"330043",5409,25,35,345.7,417.1,1,13,5
"330044",2711,28,26,0,339,0,8,5
"330045",6022,19,35,330,387.3,0,8,5
"330046",6016,35,60,963,963,1,39,18
"330047",859,0,0,92,118,0,5,4
"330049",1486,0,27,79,105,0,5,6
"330055",6584,29,45,613.6,760,0,18,7
"330056",1475,16,25,263,432,0,4,1
"330057",6344,13,12,470,529.3,0,14,10
"330058",807,0,0,52.1,83.9,0,3,3
"330059",13100,65,90,1341.4,1679.3,1,72,4
"330065",451,0,0,124,148,0,5,1
"330073",542,0,0,91,143,0,1,3
"330074",708,0,0,97,147,0,4,3
"330078",1379,0,0,96,375,0,9,11
"330079",406,0,0,67,142,0,1,1
"330080",900,12,34,540.7,1459.4,0,12,2
"330084",370,0,0,32,48,0,1,1
"330085",750,0,0,42,53,0,1,2
"330086",278,0,0,40.7,60,0,1,1
"330088",162,0,0,18,69,0,1,1
"330090",2329,0,15,200,227,0,10,2
"330094",1020,0,0,90,129,0,8,4
"330096",267,0,0,36,61,0,1,1
"330100",198,0,0,14.3,20,0,2,1
"330101",11478,92,154,3053.7,3696,1,191,7
"330102",1011,0,0,120,166,0,2,4
"330103",2182,0,0,0,226,0,6,5
"330104",2909,13,25,183,355,0,10,2
"330106",8304,40,92,959,1192,1,64,46
"330107",3346,0,16,0,206,0,6,1
"330108",13,0,0,73,54,0,1,2
"330111",96,0,0,21,38,0,2,1
"330115",387,0,0,0,44,0,2,2
"330119",4914,21,65,465,642,1,40,9
"330125",4790,20,31,607,981,0,26,23
"330126",7307,25,57,543,543,0,24,9
"330127",1359,15,34,601.7,1736,0,8,6
"330128",1163,12,15,569,1423,0,24,1
"330135",606,0,0,47.2,105,0,2,1
"330136",2433,0,11,152,164,0,12,5
"330140",7112,0,0,262.1,515.6,0,19,1
"330141",4584,19,34,143.9,265.9,0,11,4
"330144",68,0,0,8,12,0,1,2
"330151",152,0,0,18.2,19,0,3,2
"330153",3380,13,19,290,316,0,13,3
"330154",8710,53,81,514,643,0,39,1
"330157",1450,0,0,109.4,197,0,9,6
"330158",4009,0,30,241.1,265.4,0,9,5
"330160",7786,37,97,501.1,855,1,30,3
"330162",1911,0,0,192,256,0,13,3
"330163",361,0,0,25,70,0,1,1
"330164",2467,0,16,250.9,431.9,0,1,9
"330166",258,0,0,6,100.6,0,2,1
"330167",7171,19,38,549.7,531,1,36,5
"330169",5862,26,19,453.3,589.6,0,34,16
"330175",780,0,0,64.8,84.9,0,3,2
"330180",1857,0,0,202.4,497.1,0,11,8
"330181",1020,0,13,168,222,0,5,4
"330182",9955,0,16,357,449.7,0,15,4
"330184",1585,0,26,86,160,0,4,1
"330185",4014,0,17,233,294,0,22,7
"330188",527,0,0,48,87,0,3,1
"330191",2238,0,12,153,265.4,0,8,4
"330193",1704,15,17,227,360,0,8,2
"330194",7502,28,38,574.3,936,0,29,4
"330195",11478,49,82,1355,1795.6,1,58,37
"330196",2631,18,40,347.1,987.6,0,17,23
"330197",913,0,0,87,111,0,2,4
"330198",4861,25,36,409.9,493.1,0,22,6
"330199",85,0,0,196.1,581.9,0,17,8
"330201",1052,0,22,38.4,256,0,6,1
"330202",901,13,21,769.3,1209.7,0,9,3
"330203",3740,23,34,489,489,0,10,3
"330204",878,0,18,814.9,1500.6,0,11,13
"330205",475,0,0,41.8,62,0,4,5
"330208",2988,14,19,0,387,0,12,4
"330211",386,0,0,60,91,0,5,1
"330214",11478,48,238,1355.4,2495.6,1,163,17
"330215",477,0,0,58.6,91.3,0,2,2
"330218",657,0,0,59,123,0,5,2
"330219",2109,14,14,550,648,0,15,3
"330221",1092,0,22,215,229.3,0,3,3
"330222",2417,0,0,223,223,0,9,7
"330223",227,0,0,25,38,0,2,1
"330224",237,0,0,0,0,0,2,1
"330226",2473,0,0,371,524,0,19,4
"330229",321,0,0,38.3,52.4,0,1,3
"330231",793,0,16,401.4,1244.7,0,5,1
"330232",13,0,0,5,49.3,0,2,1
"330233",1159,26,29,349.5,431.8,0,23,1
"330234",4359,0,44,723,872,1,46,2
"330235",1094,0,0,0,127,0,3,9
"330236",6076,23,55,624,802,0,19,2
"330238",308,0,0,36,67,0,2,3
"330239",1064,0,16,61,168,0,3,6
"330240",480,11,14,263.9,701,0,16,1
"330241",6094,24,78,633,775,1,46,1
"330245",2462,0,0,219,485,0,4,8
"330246",1637,21,33,262,262,1,10,16
"330250",2985,0,14,144.5,255,0,10,14
"330259",2232,0,25,211,277,0,18,2
"330261",1790,0,12,197,235,0,17,10
"330264",2894,15,21,161,218,0,6,4
"330265",223,0,0,66,99,0,3,1
"330267",2370,11,23,150,190,0,3,1
"330270",2509,0,0,145.7,182.6,0,10,6
"330273",1585,0,0,117.7,127,0,5,4
"330276",322,0,0,39,46,0,2,2
"330277",959,0,0,58,95,0,9,3
"330279",2683,19,26,385,385,0,10,6
"330285",5730,32,57,1060,1336,1,109,9
"330286",6640,26,37,267.3,502,0,17,2
"330304",6069,21,52,218.1,351,1,31,8
"330307",1472,11,15,193,239,0,11,2
"330331",3020,0,14,177,231,0,3,1
"330332",2290,0,24,144,155,0,6,3
"330350",945,0,23,274,342,0,12,3
"330354",2065,15,18,133,142,0,7,1
"330385",119,0,0,296.6,911,0,4,3
"330386",1079,0,0,116,116,0,7,4
"330393",12932,30,53,0,843,1,53,12
"330394",4207,16,32,167.5,447,0,15,3
"330395",1564,13,33,170,288,0,11,1
"330396",272,0,0,236.6,906.6,0,7,3
"330397",345,0,0,256,298,0,5,1
"330399",674,0,17,324,396,0,5,1
"330401",3956,14,42,186,339,0,12,2
"330403",131,0,0,0,0,0,2,1
"330405",798,0,0,0,113,0,2,6
"330406",252,0,0,115,115,0,2,1
"330409",123,0,0,15,15,0,2,1
"330410",2485,0,12,48.9,57,0,12,3
"330411",97,0,0,31,32,0,2,1
"331301",101,0,0,20,25,0,2,1
"331302",230,0,0,13.2,30.3,0,1,1
"331303",126,0,0,19,38,0,1,1
"331304",112,0,0,19,19,0,1,2
"331305",157,0,0,16,20,0,1,1
"331307",2297,0,20,20,26,0,3,2
"331309",112,0,0,13.3,25,0,1,1
"331310",11,0,0,25,38,0,2,1
"331311",121,0,0,15,35.7,0,2,1
"331312",48,0,0,21,43,0,1,1
"331313",48,0,0,12,38,0,1,1
"331314",47,0,0,14,21.6,0,2,1
"331315",193,0,0,24.2,31,0,1,1
"331316",124,0,0,14.6,31,0,1,1
"331317",18,0,0,25,50,0,2,1
"331318",163,0,0,31.7,38,0,1,2
"331319",1762,0,0,18,59,0,5,9
"331320",112,0,0,0,34.4,0,1,4
"332006",2171,0,0,225,225,0,8,6
"332008",1248,0,13,201,201,0,6,2
"333301",2098,13,0,85,94,0,3,7
"340001",6142,25,57,526,780,1,26,13
"340002",13867,53,78,775.7,960,0,33,3
"340003",1050,0,0,73,147,0,3,3
"340004",2593,13,13,222.7,291.3,0,5,9
"340008",1426,0,0,87,129,0,1,1
"340010",3230,11,13,212.6,417,0,6,3
"340013",929,0,0,125,143.1,0,1,1
"340014",8717,39,56,774.6,1902,1,46,12
"340015",1838,0,0,175.1,269,0,4,6
"340016",899,0,0,97.1,105,0,3,3
"340017",2527,0,0,174.4,214.1,0,5,6
"340020",1064,0,0,50,143,0,1,1
"340021",2860,14,17,203,304.3,0,3,9
"340023",782,0,0,103,132,0,10,3
"340024",698,0,0,68,146,0,1,1
"340027",2029,18,21,144.9,290,0,2,7
"340028",9155,35,62,742.7,797,0,19,3
"340030",11612,37,76,1108.1,1245.4,1,81,10
"340032",6295,18,19,308,552.9,0,18,2
"340037",173,0,0,22.6,23,0,2,1
"340039",2185,0,0,141.6,205.7,0,4,1
"340040",14008,51,56,828,1005,0,37,5
"340041",854,0,0,102,161.7,0,1,2
"340042",1710,0,0,211.7,229,0,1,1
"340047",8305,24,65,857,1068.9,1,70,6
"340049",510,0,0,31,31,0,2,1
"340050",3034,0,20,244.1,366,0,4,2
"340051",1078,0,0,70,129.1,0,3,1
"340053",4875,27,36,836.1,1236.6,1,27,15
"340060",485,0,0,70,183,0,4,3
"340061",7332,21,40,903.4,1105,1,67,3
"340064",579,0,0,105.1,119.9,0,2,1
"340068",1016,0,12,69.2,128,0,1,1
"340069",7121,23,33,759,1204.4,0,27,5
"340070",1819,0,12,182,278.8,0,2,9
"340071",1184,0,0,112.9,187,0,1,12
"340073",3185,0,11,169.7,266.4,0,9,23
"340075",1270,0,0,120,184,0,3,1
"340084",12,0,0,15,37.9,0,1,2
"340085",373,0,0,90.1,166,0,6,1
"340087",386,0,0,25,45.4,0,1,2
"340090",2651,0,0,192.7,250.3,0,4,4
"340091",9081,43,43,919.3,1143.4,0,33,1
"340096",528,0,0,65.3,113,0,1,1
"340097",770,0,0,69,204.3,0,3,1
"340098",5031,16,24,301,457.1,0,10,16
"340099",1065,0,0,59.1,124.4,0,3,6
"340107",979,0,0,60,128,0,3,4
"340109",1757,0,0,93.4,164.6,0,1,3
"340113",11434,55,67,1135,1951.3,1,96,21
"340114",9536,16,21,523.4,664,0,26,17
"340115",9190,11,21,214,421.1,0,15,4
"340116",2130,0,0,246,286.7,0,3,6
"340119",952,0,0,92,178.6,0,3,2
"340120",581,0,0,47.9,96,0,1,1
"340123",560,0,0,59,96,0,1,1
"340126",2143,0,0,102.1,180,0,3,1
"340127",265,0,0,45.4,62,0,2,2
"340129",838,0,0,121,164.2,0,2,2
"340130",2389,0,18,190,302.9,0,2,2
"340131",5640,16,12,352.4,381,0,4,1
"340132",1160,0,15,37,163,0,3,2
"340133",271,0,0,22.9,43.3,0,2,1
"340141",13753,40,53,1192,1266.9,1,22,3
"340142",1984,0,0,84.9,180,0,2,2
"340143",1979,0,0,259.1,341.6,0,7,1
"340144",351,0,0,108.3,204,0,3,1
"340145",1082,0,0,126.7,210,0,4,1
"340147",3736,14,21,279.9,400,0,9,4
"340148",54,0,0,34.7,38,0,3,4
"340151",1397,0,0,156,265,0,2,2
"340155",3625,16,25,314.1,344.3,0,13,15
"340158",1258,0,0,80,158,0,4,9
"340159",137,0,0,32.6,38,0,2,1
"340166",930,0,0,79,224.3,0,3,6
"340168",731,0,0,0,44,0,1,1
"340171",2635,0,0,216,318,0,4,11
"340173",2911,0,0,225,350,0,6,10
"340183",1516,0,0,159.7,313,0,3,4
"340184",1323,0,0,84,116,0,3,3
"340186",953,0,0,76.1,206,0,2,1
"340187",340,0,0,28,50,0,1,10
"340188",308,0,0,49,49,0,2,3
"340190",262,0,0,58,96,0,2,2
"341303",348,0,0,23,34.3,0,1,2
"341304",817,0,14,23.1,30,0,4,2
"341305",270,0,0,17,20.6,0,1,1
"341307",246,0,0,25,32,0,1,1
"341311",36,0,0,21,51.1,0,2,1
"341314",88,0,0,16.3,34,0,1,2
"341315",215,0,0,27,27,0,1,1
"341316",448,0,0,0,30,0,1,1
"341317",105,0,0,10,24,0,2,2
"341318",13,0,0,49,65,0,1,3
"341319",336,0,0,29.3,49,0,1,1
"341320",60,0,0,5.4,20.9,0,1,1
"341322",92,0,0,24.1,73.3,0,1,2
"341323",72,0,0,6.1,20.3,0,4,2
"341324",100,0,0,44.6,54.4,0,1,1
"341325",871,0,0,27,123.1,0,1,3
"341326",1414,0,0,35.3,52.1,0,3,1
"341327",534,0,0,28.6,37,0,1,3
"341328",267,0,0,37.3,121.6,0,2,2
"341329",131,0,0,31,50,0,2,1
"342012",1412,0,0,101,124,0,4,1
"342013",590,0,0,30,44,0,2,1
"342014",1106,0,0,93,93,0,3,4
"342015",217,0,0,40,40,0,2,1
"342017",268,0,0,34,34,0,1,1
"342018",35,0,0,30,30,0,2,2
"342020",1548,0,0,30,30,0,2,4
"342021",230,0,0,12,17,0,2,1
"350002",2222,0,0,133.6,335.7,0,13,1
"350006",1951,0,0,0,231.8,0,12,1
"350011",8906,26,45,550.6,643.6,0,40,5
"350015",3651,0,22,216.9,267,0,11,5
"350019",3498,12,0,224.3,297,0,14,1
"350063",83,0,0,24,24,0,1,1
"350070",2239,0,0,139.1,231,0,9,3
"351300",80,0,0,10.6,25,0,1,1
"351301",126,0,0,7.4,11,0,2,2
"351302",55,0,0,9.4,18.2,0,2,1
"351303",348,0,0,14,25,0,1,1
"351304",1095,0,0,25,30,0,1,2
"351305",38,0,0,6,27,0,1,1
"351306",90,0,0,8,12,0,2,1
"351307",287,0,0,16.4,23.8,0,2,1
"351308",169,0,0,5,10,0,2,1
"351309",60,0,0,8,10.9,0,1,2
"351310",68,0,0,10,23,0,2,1
"351311",37,0,0,20,25,0,1,1
"351312",112,0,0,10,22,0,2,1
"351313",12,0,0,8,30.6,0,2,1
"351314",189,0,0,24,33,0,2,1
"351315",18,0,0,6,20,0,2,1
"351316",39,0,0,6,22.4,0,2,1
"351318",448,0,0,6,9,0,2,3
"351319",358,0,0,27,27,0,1,1
"351320",247,0,0,7.2,16,0,2,1
"351321",38,0,0,6,10,0,2,1
"351322",414,0,0,20,20,0,1,1
"351323",105,0,0,7.4,12,0,2,2
"351324",256,0,0,11,25,0,1,1
